27,6,29,2,46
44,28,11,32,45
21,42,18,41,29
17,19,8,26,9
29,25,14,46,1
3,35,16,22,14
48,37,2,45,43
13,31,18,27,12
32,46,23,15,42
36,34,14,10,31
47,43,14,37,30
0,37,4,32,38
3,11,38,34,32
47,8,14,10,28
21,18,33,23,41
34,10,24,31,13
31,11,33,36,14
43,16,37,36,19
19,3,43,20,49
1,40,49,14,31
25,43,32,28,27
2,41,26,13,4
37,27,3,10,35
19,20,2,45,33
34,43,19,42,24
17,34,30,11,31
20,45,34,4,17
39,26,27,28,18
6,13,41,38,46
0,15,29,4,37
4,2,46,34,25
34,25,46,29,31
16,41,9,4,40
36,7,39,17,23
34,1,23,24,18
44,20,29,38,42
48,16,9,43,22
18,20,37,14,29
46,14,26,31,18
14,35,6,33,32
23,44,35,45,15
1,18,27,23,3
18,41,3,31,36
19,40,9,29,12
9,6,34,24,31
1,47,13,24,0
16,49,33,0,40
46,31,35,1,28
33,7,26,38,48
14,36,4,19,44
10,47,15,38,37
8,45,14,32,31
29,7,35,37,41
10,45,25,43,33
4,21,9,25,10
41,17,15,13,49
31,18,41,16,25
23,2,4,28,45
28,8,11,12,15
28,23,18,29,40
10,20,46,13,22
13,10,30,48,12
32,49,42,39,23
46,5,44,31,35
42,21,17,26,44
45,6,16,0,24
27,23,43,49,22
28,34,0,31,26
39,10,32,26,3
37,34,26,10,0
6,22,15,34,37
44,23,0,27,34
7,9,37,5,49
46,48,9,30,35
17,10,49,20,31
1,37,28,21,9
14,33,3,37,48
4,20,40,21,10
34,31,47,33,10
37,20,47,15,48
39,38,31,20,9
20,35,12,22,18
16,47,4,23,21
29,28,15,38,47
40,20,9,3,45
0,23,25,30,11
6,14,9,41,27
11,32,23,28,18
1,11,37,35,24
36,2,19,8,24
0,43,20,36,33
20,3,34,1,48
30,14,11,13,39
10,7,35,34,1
45,5,8,10,24
17,37,48,38,24
29,37,32,44,4
49,9,48,45,26
45,26,30,21,24
36,13,24,47,19
16,11,12,25,0
3,29,22,18,49
13,6,15,36,4
34,2,10,3,27
22,19,4,3,16
28,16,38,26,44
24,29,7,1,5
47,31,49,8,43
42,19,41,46,38
5,28,9,12,2
16,2,22,15,3
25,8,42,20,44
48,37,19,42,45
20,41,26,29,34
46,25,16,20,19
8,24,45,20,42
43,2,49,17,3
3,21,27,17,25
32,27,45,11,12
17,45,30,24,38
28,35,45,16,37
32,49,3,10,27
15,9,1,40,5
37,42,48,41,15
18,3,13,22,42
2,8,7,12,6
41,15,12,31,45
26,45,49,40,22
31,8,9,33,15
43,49,1,14,7
18,12,5,23,8
48,14,24,5,41
37,32,3,7,9
25,42,32,18,41
11,32,25,41,36
37,19,8,42,0
14,35,12,38,49
26,37,36,17,5
18,37,20,38,9
37,3,14,15,34
35,6,42,11,27
1,28,26,11,33
38,22,17,4,29
48,49,34,18,17
45,39,48,3,30
14,46,8,12,20
24,21,18,39,6
9,25,24,6,45
2,16,34,32,38
13,34,2,21,24
38,15,8,41,44
26,1,0,21,46
25,37,18,11,41
47,25,13,35,12
1,4,27,7,21
29,11,32,4,40
46,3,25,19,34
19,41,35,48,14
40,47,4,8,23
27,25,23,37,31
0,22,39,48,14
1,36,9,16,38
9,28,33,40,35
7,0,33,21,30
32,29,2,18,45
39,25,31,18,43
40,41,4,31,20
36,46,44,14,47
3,48,37,13,44
30,4,11,44,25
10,9,20,37,35
47,16,40,0,48
22,12,0,48,21
8,38,40,25,0
13,23,48,40,49
16,4,40,5,32
46,47,30,27,38
0,16,44,6,18
24,25,42,1,2
44,48,22,1,15
12,17,37,10,14
4,21,12,43,42
28,22,20,19,35
42,34,26,27,24
11,23,34,31,26
12,42,6,44,40
28,14,42,41,30
8,13,38,12,1
19,9,26,49,32
24,21,30,6,14
1,40,23,49,45
46,2,30,48,29
17,47,21,6,2
37,39,1,43,24
26,47,7,23,35
12,27,17,1,4
26,48,32,33,41
19,28,1,37,0
8,14,4,42,23
20,30,48,14,1
