33,4,35,49,24
35,48,45,28,31
20,48,11,31,5
4,33,13,3,35
45,39,14,30,32
42,1,48,29,23
40,44,7,21,29
45,35,23,14,5
5,36,21,49,28
28,42,27,13,1
6,29,33,37,0
23,8,15,39,16
34,46,47,35,22
21,20,26,49,31
49,14,7,29,20
17,19,29,31,5
17,3,9,46,14
10,43,16,31,45
48,1,27,37,13
44,30,13,28,25
32,37,0,5,17
34,25,46,3,18
6,7,40,5,11
30,39,17,46,42
37,29,38,17,14
34,5,15,40,14
37,15,27,33,28
5,18,11,29,33
34,45,8,11,14
6,21,4,1,37
13,24,36,38,3
41,1,45,37,5
44,22,36,49,32
10,22,21,16,8
6,39,19,44,10
27,15,5,11,30
22,34,0,44,17
24,31,13,11,18
29,40,11,48,9
16,34,33,7,31
12,0,29,22,42
33,39,18,19,42
49,0,46,32,3
29,6,45,0,9
28,30,11,5,4
6,34,22,4,46
15,13,5,0,25
21,45,43,38,23
29,42,39,6,12
2,25,34,17,27
18,21,29,39,30
29,49,33,12,17
3,9,17,32,44
35,33,10,12,36
49,26,42,27,10
25,18,49,31,26
23,28,44,4,32
40,13,30,6,32
26,16,36,1,41
19,6,10,34,13
10,39,13,34,14
42,29,19,1,0
40,45,43,12,7
27,22,3,4,12
9,42,27,41,4
8,48,49,6,9
2,5,47,29,46
5,12,38,34,25
2,18,6,45,8
2,27,47,22,24
0,35,28,10,7
37,16,5,46,6
39,40,37,13,43
10,49,20,45,27
45,32,29,26,41
34,24,49,5,26
3,49,22,44,15
33,43,29,31,4
45,10,15,42,8
30,8,33,42,29
23,41,4,43,48
16,7,9,19,41
42,49,4,32,46
39,6,26,21,18
40,44,39,47,42
44,45,42,21,3
24,12,0,34,47
35,33,41,39,46
11,6,47,35,38
37,41,45,19,29
33,27,2,30,28
19,5,45,43,11
33,36,38,26,35
24,45,48,14,49
8,34,45,44,43
29,47,13,9,24
42,4,25,14,41
14,28,29,2,5
25,42,13,5,34
48,4,13,29,11
43,13,49,4,7
49,43,40,7,17
39,13,37,17,40
48,24,28,17,30
20,15,2,0,34
30,34,41,7,12
47,44,27,7,1
34,18,2,0,39
24,17,13,47,29
9,10,49,22,36
24,21,12,11,0
23,37,21,20,35
11,5,38,3,2
29,35,3,6,24
47,43,23,14,29
3,24,43,34,29
7,26,28,21,42
16,24,30,32,17
49,43,5,18,39
6,34,10,18,47
26,31,35,12,27
29,45,33,0,31
16,21,49,1,2
7,1,37,49,36
7,35,49,48,27
14,1,5,42,18
35,45,44,43,21
35,45,23,10,8
24,1,45,14,27
23,8,16,38,4
2,26,42,34,41
12,44,8,32,6
21,22,8,38,32
15,4,22,12,0
39,27,5,24,9
6,12,11,20,21
33,23,22,16,9
6,4,36,41,29
25,41,24,43,16
49,38,4,33,45
38,30,25,31,34
7,9,48,6,47
7,38,2,20,18
17,24,41,19,22
13,7,23,48,42
43,5,10,22,15
22,43,25,20,49
39,45,31,30,23
39,21,28,16,14
39,36,44,1,4
34,25,30,47,2
2,25,43,33,42
30,42,25,11,46
29,7,35,9,18
2,14,29,9,20
28,27,46,0,49
47,45,41,0,24
3,27,11,42,43
47,18,33,36,7
11,22,23,45,7
36,44,19,1,8
18,31,5,19,11
10,25,42,36,27
9,14,47,38,5
7,47,37,23,25
38,3,10,36,37
46,6,11,47,43
26,10,13,45,19
46,3,30,33,10
13,40,46,44,41
31,15,46,4,40
31,41,15,23,26
30,19,8,7,46
35,25,5,8,43
36,20,13,25,0
35,46,31,26,48
15,44,49,0,48
17,27,30,18,6
11,29,10,30,7
21,0,43,24,22
22,21,11,3,27
36,16,19,25,33
42,19,38,16,13
21,49,10,5,43
6,2,29,48,45
25,13,43,46,19
40,49,6,24,29
17,21,23,45,13
30,26,4,31,14
25,0,5,26,22
5,43,18,38,0
25,7,1,35,49
26,9,35,3,12
7,10,20,36,49
22,34,38,30,21
9,24,43,13,15
19,29,30,10,48
17,28,30,46,44
21,38,22,27,12
27,0,31,5,20
