10.0,139.10972595214844,nan,nan,nan,nan,nan,nan,0.1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10.66,39.79405760765076,nan,nan,nan,nan,nan,nan,0.10066438494060802,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.066,0.0,0.0
10.0,52.25565147399902,nan,nan,nan,nan,nan,nan,0.1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.22,27.14181661605835,nan,1.0,nan,nan,nan,1.0,0.10778184953653805,1.0,1.0,1.0,0.0,0.412,0.0,0.0,0.0,0.038,1.0,0.083,0.038,0.151
57.92,10.70646983385086,0.9454545454545454,0.9975961538461539,0.9625,0.9163763066202091,0.9404761904761905,0.9619500594530321,0.2033271719038817,0.9414575866188769,0.9922600619195047,0.8411712511091393,0.104,0.83,0.077,0.526,0.079,0.809,0.99,0.788,0.641,0.948
10.0,64.70822525024414,nan,nan,nan,nan,nan,nan,0.1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.55,5.299211233854294,0.8506731946144431,0.9853249475890985,0.8533772652388797,0.8936416184971099,0.7906976744186046,0.981838819523269,0.3868962219033955,0.893,0.9662090813093981,0.8753387533875339,0.695,0.94,0.518,0.773,0.578,0.865,0.809,0.893,0.915,0.969
67.78,8.143860816955566,0.9481865284974094,0.9934640522875817,0.8959810874704491,0.9238653001464129,0.8330434782608696,0.9929378531073446,0.25287972140369674,0.9287280701754386,0.9880478087649402,0.867513611615245,0.183,0.912,0.379,0.631,0.479,0.703,0.944,0.847,0.744,0.956
10.04,60.5762152671814,nan,nan,nan,nan,nan,nan,0.10004001600640255,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004,0.0
65.87,9.046011328697205,0.9453125,0.9956043956043956,0.9254237288135593,0.9505494505494505,0.89,0.9785794813979707,0.23794447150511447,0.9284232365145229,0.991128010139417,0.9044890162368673,0.242,0.906,0.273,0.519,0.178,0.868,0.977,0.895,0.782,0.947
26.29,18.17437970638275,1.0,1.0,0.9491525423728814,0.9922480620155039,0.8055555555555556,1.0,0.11947803184484616,1.0,1.0,0.9921630094043887,0.007,0.348,0.056,0.128,0.029,0.053,0.998,0.007,0.37,0.633
13.24,25.14283275604248,nan,1.0,nan,1.0,0.7777777777777778,1.0,0.10336985734959686,1.0,1.0,1.0,0.0,0.035,0.0,0.01,0.007,0.021,1.0,0.122,0.127,0.002
23.37,21.259466886520386,nan,1.0,nan,0.9876543209876543,1.0,1.0,0.11546010853250202,1.0,1.0,0.9969604863221885,0.0,0.475,0.0,0.08,0.012,0.078,1.0,0.191,0.173,0.328
10.0,51.68286180496216,nan,nan,nan,nan,nan,nan,0.1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.45,4.375164449214935,0.8830334190231363,0.9874739039665971,0.8353365384615384,0.8575788402848423,0.8112712975098296,0.9708636836628513,0.4679376083188908,0.9243951612903226,0.9779179810725552,0.9181731684110371,0.687,0.946,0.695,0.843,0.619,0.933,0.81,0.917,0.93,0.965
13.84,28.987083673477173,nan,1.0,nan,nan,1.0,1.0,0.10399334442595674,1.0,1.0,1.0,0.0,0.157,0.0,0.0,0.002,0.007,1.0,0.072,0.138,0.008
10.02,51.165165424346924,nan,nan,nan,nan,nan,nan,0.10002000400080016,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002,0.0
27.6,22.1230571269989,nan,1.0,nan,1.0,0.8695652173913043,0.9953703703703703,0.12149192078726764,0.994263862332696,0.9970326409495549,0.9975124378109452,0.0,0.23,0.0,0.038,0.02,0.215,1.0,0.52,0.336,0.401
64.21,9.531763195991516,0.9661016949152542,0.9977553310886644,0.9383886255924171,0.9507042253521126,0.8571428571428571,0.9771428571428571,0.22778675282714056,0.9642857142857143,0.9947848761408083,0.9081934846989141,0.228,0.889,0.198,0.54,0.204,0.855,0.987,0.837,0.763,0.92
59.97,10.194481790065765,0.9642857142857143,1.0,0.9433962264150944,0.9794344473007712,0.8772563176895307,0.9959183673469387,0.20409429280397023,0.9438444924406048,0.9955555555555555,0.9664053751399776,0.243,0.752,0.25,0.381,0.243,0.732,0.987,0.874,0.672,0.863
80.0,5.2050765454769135,0.9277864992150706,0.996822033898305,0.8899521531100478,0.902745995423341,0.8756855575868373,0.9870689655172413,0.372730939895119,0.913926499032882,0.9847161572052402,0.9418145956607495,0.591,0.941,0.558,0.789,0.479,0.916,0.924,0.945,0.902,0.955
77.15,5.923566579818726,0.9492600422832981,0.9926238145416227,0.8788774002954209,0.9418918918918919,0.9031578947368422,0.975,0.3321641529287969,0.9510869565217391,0.9920364050056882,0.904275092936803,0.449,0.942,0.595,0.697,0.429,0.936,0.947,0.875,0.872,0.973
81.4,5.02217373251915,0.9208860759493671,0.9896049896049897,0.9120370370370371,0.9067415730337078,0.8277858176555717,0.9781477627471384,0.39486286460600784,0.9222546161321672,0.9912087912087912,0.9571428571428572,0.582,0.952,0.591,0.807,0.572,0.94,0.907,0.949,0.902,0.938
10.01,47.44299602508545,nan,nan,nan,nan,nan,nan,0.1000100010001,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
27.99,18.34888529777527,1.0,1.0,1.0,0.9941860465116279,0.9166666666666666,0.9954128440366973,0.12204051745179399,0.9934640522875817,1.0,1.0,0.007,0.485,0.001,0.171,0.022,0.217,1.0,0.456,0.179,0.261
12.8,23.31222701072693,nan,nan,0.8571428571428571,1.0,1.0,1.0,0.10279892982095082,1.0,1.0,1.0,0.0,0.0,0.006,0.026,0.006,0.067,0.999,0.031,0.106,0.039
20.23,19.428544640541077,1.0,1.0,1.0,1.0,1.0,1.0,0.11140819964349376,1.0,1.0,0.9967105263157895,0.009,0.175,0.004,0.099,0.014,0.181,1.0,0.093,0.145,0.303
72.01,7.132951498031616,0.9680851063829787,0.9925847457627118,0.9230769230769231,0.9417989417989417,0.8668341708542714,0.9868421052631579,0.2801489544543111,0.914975845410628,0.9938195302843016,0.9576008273009308,0.364,0.937,0.288,0.712,0.345,0.9,0.978,0.947,0.804,0.926
32.99,14.307903051376343,0.9947089947089947,1.0,0.903010033444816,1.0,0.9095238095238095,0.9931506849315068,0.13026419042636672,1.0,1.0,0.9959016393442623,0.188,0.643,0.27,0.112,0.191,0.145,0.996,0.046,0.465,0.243
67.77,7.9538573026657104,0.98046875,1.0,0.9206680584551148,0.9444444444444444,0.8888888888888888,0.9865361077111383,0.24505632040050063,0.9584269662921349,0.9954058192955589,0.9722530521642619,0.251,0.875,0.441,0.646,0.4,0.806,0.979,0.853,0.65,0.876
10.21,31.945992708206177,nan,nan,nan,nan,nan,1.0,0.1002104419280489,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.006,1.0,0.0,0.015,0.0
86.29,3.701586067676544,0.8662921348314607,0.9886947584789312,0.8474387527839644,0.8565891472868217,0.8402439024390244,0.9772256728778468,0.543037088873338,0.9348697394789579,0.9832810867293625,0.9334619093539055,0.771,0.962,0.761,0.884,0.689,0.944,0.776,0.933,0.941,0.968
26.64,18.022430181503296,0.9855072463768116,1.0,0.9727891156462585,0.9953917050691244,0.9629629629629629,1.0,0.11995677233429394,1.0,1.0,1.0,0.068,0.44,0.143,0.216,0.026,0.304,0.999,0.002,0.32,0.146
16.06,21.90721869468689,nan,1.0,0.9629629629629629,0.9902912621359223,0.9545454545454546,1.0,0.10648493238206794,1.0,1.0,1.0,0.0,0.149,0.026,0.102,0.021,0.079,1.0,0.005,0.146,0.078
23.78,19.80339539051056,nan,1.0,0.5,1.0,0.967741935483871,1.0,0.1160227404571296,1.0,1.0,0.9968051118210862,0.0,0.266,0.001,0.067,0.03,0.244,1.0,0.324,0.134,0.312
69.0,7.8750593066215515,0.9925373134328358,0.996742671009772,0.8977272727272727,0.9533527696793003,0.9087591240875912,0.9873563218390805,0.25646997929606624,0.9487179487179487,0.9957567185289957,0.9437185929648241,0.266,0.918,0.395,0.654,0.249,0.859,0.991,0.925,0.704,0.939
10.45,31.64286971092224,nan,nan,nan,1.0,nan,1.0,0.10045203415369161,nan,1.0,nan,0.0,0.0,0.0,0.001,0.0,0.001,1.0,0.0,0.043,0.0
10.02,42.89916276931763,nan,nan,nan,nan,nan,1.0,0.10002000400080016,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.001,1.0,0.0,0.001,0.0
76.8,5.8555548787117,0.9638009049773756,0.9958027282266527,0.9292035398230089,0.9231664726426076,0.8582834331337326,0.983991462113127,0.3266553480475382,0.926829268292683,0.9931740614334471,0.9483614697120158,0.426,0.949,0.42,0.793,0.43,0.922,0.962,0.95,0.873,0.955
10.24,32.36802434921265,nan,nan,nan,nan,nan,nan,0.10024057738572574,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024,0.0
35.23,16.1785649061203,1.0,1.0,0.75,0.992,0.925,1.0,0.1339764201500536,0.9940711462450593,1.0,0.993127147766323,0.007,0.68,0.003,0.248,0.037,0.226,1.0,0.503,0.241,0.578
14.7,21.984676122665405,nan,1.0,nan,1.0,0.96,1.0,0.104942806170637,1.0,1.0,1.0,0.0,0.271,0.0,0.043,0.024,0.058,1.0,0.003,0.057,0.014
42.79,13.966920018196106,1.0,1.0,0.967741935483871,0.9866220735785953,0.8861788617886179,0.9981343283582089,0.14949917775452234,0.9863842662632375,1.0,0.9953917050691244,0.009,0.765,0.03,0.295,0.109,0.535,1.0,0.652,0.236,0.648
31.29,15.464775323867798,1.0,1.0,0.9861111111111112,0.9936908517350158,0.863013698630137,1.0,0.1273074474856779,0.9930555555555556,1.0,1.0,0.043,0.704,0.071,0.315,0.063,0.203,1.0,0.429,0.202,0.099
85.43,3.905184954404831,0.9170305676855895,0.9958289885297185,0.838125665601704,0.8755060728744939,0.8789173789173789,0.9786150712830958,0.4894586894586895,0.9505549949545913,0.984552008238929,0.9463937621832359,0.63,0.955,0.787,0.865,0.617,0.961,0.859,0.942,0.956,0.971
10.0,68.51999950408936,nan,nan,nan,nan,nan,nan,0.1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10.01,46.53414011001587,nan,nan,nan,nan,nan,nan,0.1000100010001,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
42.49,13.60838234424591,1.0,1.0,1.0,0.9898648648648649,0.9,0.9981481481481481,0.1486104919007282,0.9929453262786596,0.9970760233918129,0.9964601769911504,0.042,0.778,0.031,0.293,0.099,0.539,1.0,0.563,0.341,0.563
86.17,3.6593410968780518,0.894393741851369,0.9897330595482546,0.8549107142857143,0.9055201698513801,0.8361858190709046,0.9756592292089249,0.5167910447761194,0.9198473282442748,0.9757575757575757,0.9691040164778579,0.686,0.964,0.766,0.853,0.684,0.962,0.831,0.964,0.966,0.941
10.01,71.3744421005249,nan,nan,nan,nan,nan,nan,0.1000100010001,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
23.98,19.240630388259888,1.0,1.0,0.9753086419753086,0.9921259842519685,0.972972972972973,1.0,0.11631964638827498,1.0,1.0,1.0,0.003,0.535,0.079,0.252,0.036,0.06,1.0,0.03,0.138,0.265
67.88,8.442620992660522,0.9894736842105263,0.998898678414097,0.9356913183279743,0.9462209302325582,0.8829113924050633,0.9827027027027027,0.2466467958271237,0.9625779625779626,0.997289972899729,0.9700854700854701,0.188,0.907,0.291,0.651,0.279,0.909,0.993,0.926,0.736,0.908
53.05,11.455802202224731,0.9940828402366864,1.0,0.9568106312292359,0.9817767653758542,0.896551724137931,0.9965397923875432,0.17729614496358145,0.9925373134328358,0.9982300884955753,0.9970717423133236,0.168,0.781,0.288,0.431,0.286,0.576,0.998,0.532,0.564,0.681
68.92,8.027340352535248,0.9927007299270073,1.0,0.9384965831435079,0.9672131147540983,0.8823529411764706,0.9864253393665159,0.2509496074955685,0.9672846237731734,0.9974424552429667,0.9895104895104895,0.272,0.879,0.412,0.59,0.36,0.872,0.991,0.887,0.78,0.849
10.0,80.47429370880127,nan,nan,nan,nan,nan,nan,0.1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21.25,17.97093665599823,nan,1.0,1.0,0.9912280701754386,0.9074074074074074,1.0,0.11281588447653429,1.0,1.0,1.0,0.0,0.162,0.04,0.113,0.098,0.283,1.0,0.033,0.262,0.134
