5,45,38,22,46
32,17,44,16,24
15,45,17,47,13
39,47,48,7,6
0,27,49,41,3
24,36,29,22,37
13,9,6,2,21
21,38,35,28,33
47,7,22,19,44
17,48,13,25,24
15,32,42,8,28
22,46,39,16,1
14,33,42,29,40
6,43,1,27,28
41,25,2,32,24
41,43,38,8,19
45,48,10,38,27
46,45,37,49,23
29,0,35,17,12
15,21,41,6,11
9,18,49,17,48
42,30,8,16,7
43,3,31,5,10
16,13,28,5,19
11,26,12,6,27
21,47,16,22,30
10,9,24,42,40
20,36,16,8,2
29,17,43,35,30
12,47,29,34,11
18,10,19,34,43
15,4,9,17,14
34,12,0,15,49
42,40,16,32,14
19,4,17,10,28
27,2,10,49,34
4,10,49,48,38
24,1,34,0,7
28,1,37,13,22
23,32,11,12,21
4,35,6,0,32
23,12,43,28,0
23,43,13,16,39
22,24,5,39,40
31,35,16,28,12
18,10,44,26,1
40,32,46,37,3
40,6,14,17,36
26,48,23,35,16
29,44,2,34,8
14,0,19,24,46
35,38,28,49,11
37,30,32,39,23
32,19,30,43,37
13,12,29,0,7
41,5,13,16,4
1,31,14,35,15
31,15,3,32,16
36,39,30,23,1
31,36,14,22,24
14,9,28,34,49
39,48,8,27,44
6,32,12,5,46
26,33,10,6,8
8,41,30,14,4
14,8,16,47,25
42,49,48,33,45
18,23,5,17,43
21,34,43,7,47
13,40,9,46,43
23,41,29,44,28
0,40,37,36,17
13,6,11,0,39
33,15,23,46,3
11,15,45,43,12
45,36,37,24,46
8,40,1,30,20
2,12,45,11,44
47,35,31,4,21
36,30,2,12,4
29,32,25,26,2
45,22,39,32,38
22,7,19,21,43
23,11,42,12,18
20,12,28,8,27
37,29,30,13,31
31,32,25,18,48
44,33,9,8,42
4,35,44,47,41
44,13,28,40,9
48,17,40,2,39
8,27,21,47,19
45,26,36,30,10
14,13,40,32,26
5,16,6,31,11
13,46,10,27,32
25,15,6,46,7
10,22,36,13,42
19,26,39,2,24
1,34,48,15,3
48,23,24,43,47
47,20,25,8,4
8,36,5,35,40
0,16,19,46,20
33,35,6,2,28
7,20,14,47,11
43,13,49,10,15
37,32,45,39,46
40,27,9,33,8
40,24,19,36,1
49,9,44,23,45
12,29,2,38,45
16,24,31,41,34
44,36,17,15,16
6,9,11,2,40
1,30,44,3,42
0,26,30,44,16
31,24,38,29,14
28,40,7,36,27
27,17,42,48,14
30,23,38,32,24
15,35,17,20,4
25,35,13,1,26
12,19,35,24,20
34,1,45,32,35
40,44,46,11,38
4,31,21,2,14
4,25,28,21,12
47,9,7,39,19
28,12,24,9,26
13,48,49,32,3
41,36,29,18,35
2,20,37,9,25
40,35,1,47,25
43,6,3,4,33
1,22,40,10,36
40,18,36,37,2
38,33,18,30,41
25,5,41,26,36
30,22,28,7,8
38,39,32,22,16
26,4,29,22,16
45,34,27,37,14
8,25,43,38,3
24,35,7,43,1
22,26,29,34,3
37,5,48,39,22
29,22,41,13,44
2,13,4,29,22
30,42,32,21,28
25,40,45,8,34
19,30,36,3,10
19,46,48,0,12
42,6,33,29,25
31,19,40,5,23
17,39,36,13,37
42,3,9,13,16
38,17,31,33,14
3,19,48,27,49
44,33,17,9,49
13,33,9,27,28
26,40,21,22,0
4,32,34,37,7
36,16,39,14,4
3,32,27,39,22
28,15,5,40,44
30,0,35,29,7
24,48,44,42,2
36,4,23,20,33
18,23,15,31,16
5,40,43,7,2
49,44,23,32,45
5,18,34,4,40
11,22,15,30,13
47,41,39,12,22
18,40,11,39,29
39,27,44,10,2
5,32,14,7,34
40,44,7,45,6
18,34,29,40,10
4,2,41,44,0
43,13,22,8,24
11,14,10,48,35
40,21,36,30,41
8,45,17,26,32
12,49,14,36,1
19,40,4,28,21
15,19,29,41,44
15,38,14,49,25
25,48,47,2,3
42,49,31,22,35
42,43,6,26,23
42,40,4,39,23
16,32,13,33,11
46,45,24,5,36
12,47,13,25,7
0,48,19,22,4
10,0,39,1,34
48,7,36,1,31
20,22,41,21,46
