27,41,19,30,15
34,38,24,15,22
1,11,45,40,32
21,1,18,8,6
32,43,40,4,25
30,10,40,47,31
9,23,19,46,42
31,4,44,43,7
23,48,12,38,43
37,40,29,18,42
10,8,45,31,39
14,23,49,43,25
25,30,13,32,20
23,39,13,43,17
27,29,8,26,39
14,16,12,32,28
45,6,33,17,5
23,19,36,31,12
4,11,39,38,34
10,36,45,40,38
5,20,48,31,11
24,15,40,37,34
38,5,20,34,21
25,21,17,23,31
40,48,39,2,30
12,0,40,26,21
21,45,9,6,10
13,35,10,40,39
22,20,47,16,30
36,4,48,9,45
49,13,25,17,37
40,48,11,23,8
47,28,20,31,9
9,10,6,46,24
18,6,45,37,28
1,39,13,7,19
43,19,7,0,3
17,10,26,22,16
31,29,41,5,23
12,3,15,29,13
8,22,45,20,35
44,49,11,26,17
29,20,28,16,26
21,35,9,24,12
31,25,37,38,19
47,15,31,4,39
36,14,47,3,33
10,21,48,4,32
33,47,6,49,36
40,42,22,17,33
45,37,36,29,2
10,2,23,48,14
23,6,35,20,5
31,26,11,5,18
16,5,47,25,3
42,1,35,36,10
46,2,19,12,20
8,0,19,23,33
13,8,39,4,34
22,43,37,20,12
17,34,10,49,19
24,8,22,11,34
30,49,9,7,43
2,19,6,47,17
7,5,49,1,40
6,48,46,37,9
9,3,36,10,42
46,47,43,41,48
33,3,11,31,29
34,49,16,1,43
26,1,9,28,32
2,15,26,39,3
2,38,5,15,27
36,2,21,19,15
28,19,14,38,43
33,11,14,37,0
8,47,2,48,1
0,45,14,17,49
42,48,24,5,46
14,41,11,4,21
4,10,38,19,40
23,18,13,5,7
16,48,36,32,2
28,27,1,9,36
23,6,33,49,36
14,38,40,18,2
3,9,20,11,15
11,14,41,23,31
49,10,27,13,36
25,15,42,24,34
9,29,24,26,32
34,45,41,31,7
48,15,36,39,25
16,26,19,44,35
5,49,25,42,43
3,40,7,6,0
38,29,12,31,5
25,22,10,46,17
42,36,45,15,39
35,48,33,28,32
8,22,47,21,49
8,32,49,45,11
46,26,25,41,17
6,30,14,1,21
3,9,4,37,46
3,18,2,44,46
3,41,28,34,30
36,35,9,14,18
16,28,42,6,41
38,11,4,16,18
41,5,16,31,19
33,20,19,15,30
15,21,27,5,37
23,18,12,39,49
14,6,25,19,39
6,17,33,37,21
5,42,48,9,35
32,14,20,48,44
21,5,8,44,36
48,15,12,27,35
46,36,10,39,14
5,13,18,14,16
13,24,37,38,1
34,42,39,1,6
18,25,37,30,15
5,47,28,22,23
35,23,46,37,29
23,41,39,22,15
19,1,23,16,48
25,14,16,29,5
5,37,16,12,48
38,37,32,23,21
34,36,46,16,13
32,21,49,31,5
10,5,23,9,8
28,42,45,12,24
34,46,22,10,0
8,12,7,18,42
42,24,23,39,35
24,17,26,8,42
12,48,15,21,34
11,13,34,10,27
24,41,42,13,19
12,4,17,36,22
26,45,19,1,31
47,41,10,45,39
16,14,0,31,42
42,39,29,37,0
27,29,6,9,2
47,19,23,18,5
7,0,8,3,10
23,0,11,2,14
36,2,30,20,23
7,49,38,31,36
6,32,34,47,15
15,14,10,30,43
33,29,39,28,18
29,49,38,1,30
7,3,4,42,47
49,34,14,13,48
42,18,49,25,45
38,43,0,1,17
9,42,33,6,41
2,13,19,28,15
15,1,20,24,7
3,19,36,46,1
7,10,13,12,35
0,40,9,41,17
44,42,6,19,8
2,15,1,37,9
16,46,37,3,10
28,19,32,46,15
26,34,24,19,12
3,38,12,39,20
39,42,0,6,8
11,15,3,17,30
46,43,47,34,11
1,11,2,12,28
25,20,47,40,35
35,36,22,2,17
30,27,6,22,3
29,2,28,10,5
21,23,43,45,5
22,10,47,7,33
20,33,48,36,42
4,24,28,9,2
14,41,38,11,3
30,21,22,24,33
10,40,25,37,16
46,33,26,2,27
43,32,37,45,20
28,41,17,18,21
21,15,9,20,28
35,49,44,40,7
13,49,32,17,23
34,32,45,17,26
11,34,12,9,24
25,10,32,45,37
40,20,41,23,36
3,6,10,23,1
