1,7,26,13,2
21,5,47,6,0
27,19,13,26,31
32,48,9,34,30
0,30,29,41,6
6,10,49,32,24
11,36,20,17,15
24,29,41,44,33
7,34,12,37,10
24,15,44,43,22
26,42,32,9,49
26,3,31,37,22
18,12,2,41,43
2,30,36,42,21
28,29,27,37,5
16,13,30,8,18
33,13,12,47,27
12,8,1,26,20
3,44,28,27,1
37,30,10,29,36
49,36,20,34,4
21,18,0,6,49
24,1,26,44,39
13,16,12,18,6
13,27,10,16,22
38,36,23,13,15
3,7,41,5,32
49,25,33,23,17
35,10,1,37,49
18,40,38,11,8
21,39,34,12,49
20,21,49,40,45
22,29,46,48,13
47,24,36,14,15
21,18,11,38,33
16,10,3,45,33
38,4,30,36,27
20,34,33,2,6
26,8,18,46,9
38,35,46,27,17
33,43,16,14,0
37,8,15,42,0
43,22,20,10,2
12,40,1,30,22
11,5,35,3,8
47,23,41,30,0
13,44,9,45,4
6,36,10,22,32
48,6,47,29,32
11,26,48,46,30
12,36,42,11,31
10,21,46,32,18
21,3,42,4,16
47,27,32,38,17
41,1,24,28,19
45,11,32,35,46
25,40,44,37,33
0,8,46,38,7
40,45,24,32,49
14,49,42,47,37
30,35,23,11,20
36,17,31,43,18
20,15,19,33,25
43,11,47,27,22
12,29,40,2,34
36,4,48,20,23
32,20,3,43,24
22,2,31,32,27
6,37,38,41,1
44,3,2,46,8
7,8,32,44,21
47,40,20,11,44
48,7,24,30,14
30,4,25,44,49
19,36,28,14,0
41,46,33,47,37
16,48,19,38,34
22,43,0,38,15
18,48,0,27,9
2,32,12,29,0
40,28,36,6,42
13,33,38,29,7
2,14,8,24,22
30,25,47,8,33
19,2,41,9,10
4,27,19,8,23
26,28,0,13,6
12,26,25,30,47
3,41,39,16,18
48,40,22,11,38
12,40,48,21,25
35,49,13,19,20
38,39,31,24,44
40,12,39,26,15
29,43,45,41,40
32,15,45,10,40
38,26,12,3,43
9,7,14,30,42
7,32,36,14,4
12,48,19,26,15
15,45,14,24,23
32,41,36,21,27
44,1,8,3,27
21,24,38,26,3
26,5,44,33,9
19,49,13,34,22
27,49,29,7,2
9,7,3,33,26
48,28,46,14,33
40,7,0,33,34
47,17,20,31,14
5,36,28,37,20
1,36,24,6,43
22,44,38,29,26
25,48,7,49,35
42,47,18,9,16
41,45,0,17,35
46,31,45,20,15
46,49,4,21,11
21,34,23,27,7
35,30,48,6,13
43,7,31,5,23
5,8,41,3,7
20,42,19,3,8
37,43,1,24,44
28,43,24,41,40
35,32,47,6,36
48,19,34,7,32
24,31,11,0,10
48,4,13,6,29
44,45,41,5,33
31,43,34,24,42
21,45,7,41,34
32,15,45,8,24
23,18,19,13,39
13,15,49,14,46
0,9,22,20,4
6,15,48,32,10
23,19,42,25,16
19,1,48,12,18
7,39,35,45,16
23,15,31,8,9
31,18,42,45,46
15,48,1,41,4
35,31,37,2,23
48,8,18,6,10
44,47,23,12,37
11,31,32,4,33
36,34,12,14,3
23,17,31,38,45
11,4,40,9,10
23,26,18,2,29
33,21,22,17,8
41,19,16,15,37
32,5,13,36,25
42,24,12,6,28
39,42,22,12,20
25,28,45,13,34
16,11,8,35,0
23,29,40,15,43
32,41,15,17,39
45,9,26,34,48
11,4,29,43,8
43,40,6,22,11
41,40,25,42,43
0,29,27,2,37
33,31,23,14,18
14,22,16,35,43
5,21,22,0,9
6,14,17,42,47
7,24,30,35,21
41,36,1,5,39
42,11,4,47,19
41,1,28,23,19
13,2,44,49,4
10,25,20,3,29
20,27,16,42,41
48,0,46,28,45
34,35,4,16,24
24,30,3,2,29
34,19,49,45,4
45,43,34,8,33
20,46,15,40,49
42,38,41,24,47
14,29,37,40,42
36,23,11,32,18
45,42,15,28,19
6,3,38,31,14
24,26,5,29,6
46,37,23,1,30
25,45,10,15,35
1,38,45,4,46
35,11,20,34,25
40,47,35,0,32
15,28,30,23,35
45,17,49,7,9
48,2,20,5,31
33,30,21,2,36
18,10,39,19,16
44,5,47,36,9
